id,name_in_english,name_in_spanish,countries,country_code,degree_of_endangerment,number_of_speakers,latitude,longitude
2632,Guliguli,,Solomon Islands,SLB,Extinct,0.0,-8.2114,157.4615
601,Gününa Küne,puelche,Argentina,ARG,Extinct,0.0,-43.4848,-68.1591
1121,Gyasumdo,gyasumdo,Nepal,NPL,Definitely endangered,0.0,28.5969,84.2253
807,Hanis,hanis,United States of America,USA,Extinct,0.0,43.406,-124.2402
2045,Hoanya,hoanya,China,CHN,Extinct,0.0,23.5665,120.3826
59,Homa,homa,Sudan,SDN,Extinct,0.0,5.5011,27.3779
1651,Horo,horo,Chad,TCD,Extinct,0.0,9.239,18.3444
2219,Hpun,hpon,Myanmar,MMR,Extinct,0.0,24.65,97.0666
1817,Huitoto (Brazil),huitoto (Brasil),Brazil,BRA,Extinct,0.0,-2.3723,-66.0937
2592,Hukumina,hukumina,Indonesia,IDN,Extinct,0.0,-3.1514,126.2713
1537,Huron-Wyandot (United States of America),huron (Estados Unidos),United States of America,USA,Extinct,0.0,36.7923,-94.7229
2642,Ifo,ifo,Vanuatu,VUT,Extinct,0.0,-18.6605,169.1434
854,Ineseño,ineseño,United States of America,USA,Extinct,0.0,34.5942,-120.1371
298,Island Carib,caribe isleño,Dominica,DMA,Extinct,0.0,15.4325,-61.2817
857,Island Chumash,chumasho,United States of America,USA,Extinct,0.0,34.3821,-119.4574
1925,Jorá,jorá,Bolivia (Plurinational State of),BOL,Critically endangered,0.0,-14.0246,-63.3581
696,Judeo-Berber (Morocco),judeo-bereber (Marruecos),Morocco,MAR,Extinct,0.0,30.822,-6.8005
477,Kamas,kamas,Russian Federation,RUS,Extinct,0.0,57.9964,92.8784
1353,Kamas Turk,kamasiano,Russian Federation,RUS,Extinct,0.0,58.109,92.7101
2675,Kaniet,kaniet,Papua New Guinea,PNG,Extinct,0.0,-0.898,145.5441
1548,Kansa,kansa,United States of America,USA,Extinct,0.0,36.7657,-96.8652
341,Karaim (Crimea),karaím (Crimea),Ukraine,UKR,Extinct,0.0,45.058,33.9477
2677,Karami,karami,Papua New Guinea,PNG,Extinct,0.0,-7.1335,143.8659
1517,Karelian (Valday),carelio (Valday),Russian Federation,RUS,Extinct,0.0,58.0284,33.3215
2091,Katabaga,catabaga,Philippines,PHL,Extinct,0.0,13.4366,122.5569
783,Kato,kato,United States of America,USA,Extinct,0.0,39.677,-123.4944
2596,Kayeli,kayeli,Indonesia,IDN,Extinct,0.0,-3.39,127.1008
2634,Kazukuru,kazukuru,Solomon Islands,SLB,Extinct,0.0,-8.1598,157.4629
126,Kede,kede,Angola,ANG,Extinct,0.0,-17.1617,16.1059
371,Kemi Saami,,Finland,FIN,Extinct,0.0,67.0631,27.6635
2286,Kenaboi,kenaboi,Malaysia,MYS,Extinct,0.0,3.1129,102.0322
479,Kerek,kerek,Russian Federation,RUS,Extinct,0.0,62.5996,176.9183
2050,Ketangalan,ketangalano,China,CHN,Extinct,0.0,25.0433,121.4813
1148,Khaccaḍ Bhoṭe,bhotte,Nepal,NPL,Definitely endangered,0.0,28.1113,85.3674
1613,Kilit,kilit,Azerbaijan,AZE,Extinct,0.0,38.9455,46.0989
137,Kinare,kinare,Kenya,KEN,Extinct,0.0,-0.725,37.2436
822,Klamath-Modoc,lutuamí-modoco,United States of America,USA,Extinct,0.0,42.5767,-121.8637
828,Konomihu,konomihu,United States of America,USA,Extinct,0.0,41.2583,-123.3216
100,Kore,koyra,Kenya,KEN,Extinct,0.0,-2.2845,40.9185
485,Kott,,Russian Federation,RUS,Extinct,0.0,56.3013,94.5318
618,Krenjê,kreye,Brazil,BRA,Extinct,0.0,-2.5644,-46.6589
1354,Krevin,,Latvia,LVA,Extinct,0.0,56.35,24.2907
2046,Kulun,kulun,China,CHN,Extinct,0.0,24.9823,121.3591
189,Kurtjar,gurdjar,Australia,AUS,Extinct,0.0,-18.0623,140.4052
121,Kw'adza,kw'adza,United Republic of Tanzania,TZA,Extinct,0.0,-5.3753,35.8621
124,Kwadi,kuadí,Angola,ANG,Extinct,0.0,-15.2523,12.2277
125,Kwisi,kwisi,Angola,ANG,Extinct,0.0,-16.7309,13.0572
460,Kyakala,,China,CHN,Extinct,0.0,45.3819,128.7597
2134,Laghu,laghu,Solomon Islands,SLB,Extinct,0.0,-7.6157,158.7359
1149,Langthang Tibetan,langthang,Nepal,NPL,Definitely endangered,0.0,28.21,85.5697
301,Lenca,lenca,"El Salvador, Honduras","SLV, HND",Extinct,0.0,13.6459,-87.0996
111,Li-Ngbee,ngbee,Democratic Republic of the Congo,ZAI,Extinct,0.0,2.4931,28.059
2597,Liliali,liliali,Indonesia,IDN,Extinct,0.0,-3.39,127.1008
788,Lipan,lipán,United States of America,USA,Extinct,0.0,33.1513,-105.799
2204,Lishan Didan (Iran),lishanán (Irán),Iran (Islamic Republic of),IRN,Extinct,0.0,37.9615,44.6044
2202,Lishana Deni (Iraq),lishana deni (Iraq),Iraq,IRQ,Extinct,0.0,36.9279,42.5115
2184,Lishanid Noshan (Iraq),lisánido nosán (Iraq),Iraq,IRQ,Extinct,0.0,36.1777,44.165
1156,Loke Tibetan,loke,Nepal,NPL,Definitely endangered,0.0,28.82,83.7721
93,Lorkoti,lorkoti,Kenya,KEN,Extinct,0.0,-0.4943,37.359
796,Lower Chehalis,chehalí bajo,United States of America,USA,Extinct,0.0,46.3227,-123.9724
2685,Mahigi,mahigi,Papua New Guinea,PNG,Extinct,0.0,-7.6688,143.0227
624,Máku,makú,Brazil,BRA,Extinct,0.0,4.0615,-61.831
540,Malin,malin,Myanmar,MMR,Extinct,0.0,24.57,94.56
2552,Mapia,mapia,Indonesia,IDN,Extinct,0.0,0.8321,134.3023
2647,Maragus,maragus,Vanuatu,VUT,Extinct,0.0,-16.0405,167.2778
209,Marrgu,margu,Australia,AUS,Extinct,0.0,-11.3292,132.0227
1895,Matagalpa,matagalpa,Nicaragua,NIC,Extinct,0.0,12.9517,-85.4381
488,Mator,,Russian Federation,RUS,Extinct,0.0,54.0593,95.4492
781,Mattole,mattole,United States of America,USA,Extinct,0.0,39.1375,-123.6931
771,Miami-Illinois,miami,United States of America,USA,Extinct,0.0,36.8866,-94.8775
839,Migueleño,migueleño,United States of America,USA,Extinct,0.0,35.7587,-120.6951
1813,Miraña (Brazil),miraña (Brasil),Brazil,BRA,Critically endangered,0.0,-2.021,-65.6982
630,Mirití Tapuia,miriti tapuya,Brazil,BRA,Critically endangered,0.0,0.3076,-69.1699
2351,Mlahso (Syria),melasó (Siria),Syrian Arab Republic,SYR,Extinct,0.0,37.0542,41.2363
1987,Mlahso (Turkey),melasó (Turquía),Turkey,TUR,Extinct,0.0,38.4595,40.6507
1295,Mo-peng,mo-peng,Sierra Leone,SLE,Extinct,0.0,7.4714,-12.2607
631,Mochica,mochica,Peru,PER,Extinct,0.0,-7.079,-79.6453
2600,Moksela,moksela,Indonesia,IDN,Extinct,0.0,-3.4654,127.1694
825,Molala,molala,United States of America,USA,Extinct,0.0,44.8636,-122.4645
390,Mozarabic,,Spain,ESP,Extinct,0.0,37.4574,-3.988
2687,Mulaha,mulaha,Papua New Guinea,PNG,Extinct,0.0,-9.7002,147.4351
1838,Múra,mura,Brazil,BRA,Extinct,0.0,-3.3598,-59.2382
35,Nagumi,nagumi,Cameroon,CMR,Extinct,0.0,8.6814,13.1835
2601,Naka'ela,naka'ela,Indonesia,IDN,Extinct,0.0,-2.847,128.5208
104,Napore,napore,Uganda,UGA,Extinct,0.0,3.8478,33.9147
901,Natchez,nachez,United States of America,USA,Extinct,0.0,31.5544,-91.3875
827,New River Shasta,shasta,United States of America,USA,Extinct,0.0,45.2835,-121.7134
682,Ngarla,engarla,Australia,AUS,Extinct,0.0,-20.5916,119.0917
39,Ngong,ngong,Cameroon,CMR,Extinct,0.0,9.0044,13.5104
2603,Nila (Nila Island),nila (isla Nila),Indonesia,IDN,Extinct,0.0,-6.7331,129.5288
813,Nisenan,nisenan,United States of America,USA,Extinct,0.0,38.7654,-121.0064
958,Nooksack,nucsaqués,United States of America,USA,Extinct,0.0,49.0378,-122.4865
361,Norn,,United Kingdom of Great Britain and Northern Ireland,GBR,Extinct,0.0,60.3051,-1.2744
831,Northeastern Pomo,pomo nororiental,United States of America,USA,Extinct,0.0,39.3774,-122.5454
603,Nukiní,nukuini,Brazil,BRA,Extinct,0.0,-7.4931,-73.4765
1257,Nupbikha,nupbikha,Bhutan,BTN,Vulnerable,0.0,27.3937,90.5003
105,Nyang'i,ñangui,Uganda,UGA,Extinct,0.0,3.5024,33.3764
852,Obispeño,obispeño,United States of America,USA,Extinct,0.0,35.2692,-120.6707
31,Odut,odut,Nigeria,NGA,Extinct,0.0,5.3077,8.2672
395,Old Prussian,,Russian Federation,RUS,Extinct,0.0,54.8987,20.4895
158,Old Sirenik,sirenik antiguo,Russian Federation,RUS,Extinct,0.0,64.4194,-173.9657
1782,Omagua (Brazil),omagua (Brasil),Brazil,BRA,Critically endangered,0.0,-3.5572,-64.5117
639,Ona,ona,Argentina,ARG,Extinct,0.0,-54.6229,-67.4121
1432,Ongkor Solon,solon ongkor,China,CHN,Extinct,0.0,46.7774,83.0456
305,Opon-Carare,opón-carare,Colombia,COL,Extinct,0.0,6.206,-73.7402
2281,Orang Kanaq,orang kanaq,Malaysia,MYS,Extinct,0.0,1.8858,103.9814
2606,Palumata,palumata,Indonesia,IDN,Extinct,0.0,-3.1569,126.0516
962,Panobo,panobo,Peru,PER,Extinct,0.0,-6.97,-74.9267
2044,Papora,papora,China,CHN,Extinct,0.0,24.2006,120.6037
2399,Pentlatch,pentlatch,Canada,CAN,Extinct,0.0,49.6971,-125.0033
547,Phalok,palok,Thailand,THA,Extinct,0.0,18.9582,98.789
645,Pijao,pijao,Colombia,COL,Extinct,0.0,3.9519,-75.0146
2608,Piru,piru,Indonesia,IDN,Extinct,0.0,-3.05,128.1747
403,Polabian,,Germany,DEU,Extinct,0.0,53.094,11.3461
1610,Pumpokol,,Russian Federation,RUS,Extinct,0.0,58.6397,87.517
853,Purisimeño,purisimeño,United States of America,USA,Extinct,0.0,34.6608,-120.4711
551,Pyu,pyu,Myanmar,MMR,Extinct,0.0,18.9424,94.8751
1549,Quapaw,quapaw,United States of America,USA,Extinct,0.0,36.9494,-94.7877
791,Quileute,quileutés,United States of America,USA,Extinct,0.0,47.9083,-124.6365
87,Qwarenya,qwarenya,Ethiopia,ETH,Extinct,0.0,9.9207,38.3828
443,Rangkas,rangkas,India,IND,Extinct,0.0,30.0358,80.1342
1288,Sanhaja of Srair,senhaja de Srair,Morocco,MAR,Critically endangered,0.0,34.8318,-4.9658
1314,Sei,sei,Sierra Leone,SLE,Extinct,0.0,7.5857,-12.5354
1291,Sened,sened,Tunisia,TUN,Extinct,0.0,35.5858,10.8984
558,Sengmai,sengmai,India,IND,Extinct,0.0,24.6445,94.0567
866,Serrano,serrano,United States of America,USA,Extinct,0.0,34.1212,-117.2221
2621,Seru,seru,Malaysia,MYS,Extinct,0.0,1.9195,111.2049
689,Seward Peninsula Inupiaq (Big Diomede Island),inuit de la Península Seward (i. Gran Diómedes),Russian Federation,RUS,Extinct,0.0,65.7853,-169.0686
108,Singa,singa,Uganda,UGA,Extinct,0.0,-0.1373,33.695
2049,Siraiya,siraiya,China,CHN,Extinct,0.0,23.0013,120.3634
2161,Sishee,zire,New Caledonia (France),NCL,Extinct,0.0,-21.7193,165.6738
806,Siuslaw,siuslaw,United States of America,USA,Extinct,0.0,43.3773,-124.2371
413,Slovincian,eslovincio,Poland,POL,Extinct,0.0,54.6484,17.2485
832,Southeastern Pomo,pomo suroriental,United States of America,USA,Extinct,0.0,39.016,-122.6779
499,Southern Kamchadal,,Russian Federation,RUS,Extinct,0.0,52.6963,156.7089
677,Southern Khanty,jantí meridional,Russian Federation,RUS,Extinct,0.0,60.4301,69.9829
678,Southern Mansi,mansí meridional,Russian Federation,RUS,Extinct,0.0,58.4362,65.5664
1449,Soyot,tuva,Russian Federation,RUS,Extinct,0.0,52.0406,101.0659
1896,Subtiaba,subtiaba,Nicaragua,NIC,Extinct,0.0,12.5266,-86.667
560,Taman,taman,Myanmar,MMR,Extinct,0.0,25.1651,95.2514
2568,Tandia,tandia,Indonesia,IDN,Extinct,0.0,-2.8552,134.522
2043,Taokas,taokas,China,CHN,Extinct,0.0,24.4471,120.7232
2612,Te'un (Te'un Island),teun (isla Te'un),Indonesia,IDN,Extinct,0.0,-6.9809,129.1394
2064,Tetete,tetete,Ecuador,ECU,Extinct,0.0,-0.0109,-76.5966
799,Tillamook,tilamuco,United States of America,USA,Extinct,0.0,45.3449,-123.5309
1738,Togoyo,togoyo,Sudan,SDN,Extinct,0.0,8.5049,24.7961
16,Tonjon,tonjon,Côte d'Ivoire,CIV,Extinct,0.0,8.4397,-4.3807
1815,Torá,torá,Brazil,BRA,Extinct,0.0,-6.6646,-61.4135
2400,Tsetsaut,tsetsaut,Canada,CAN,Extinct,0.0,55.936,-129.9911
1534,Tunica,tunica,United States of America,USA,Extinct,0.0,31.1262,-92.0673
778,Tututni,tututni,United States of America,USA,Extinct,0.0,42.5756,-124.0688
794,Twana,tuana,United States of America,USA,Extinct,0.0,47.3344,-123.1607
644,Ubykh (Caucasus),ubijé (Cáucaso),Russian Federation,RUS,Extinct,0.0,43.5585,39.8597
1062,Ubykh (Turkey),ubijé  (Turquía),Turkey,TUR,Extinct,0.0,40.0402,28.0096
1811,Umutina,umutina,Brazil,BRA,Extinct,0.0,-15.0425,-57.1026
797,Upper Chehalis,chehalí alto,United States of America,USA,Extinct,0.0,46.4111,-122.9949
777,Upper Umpqua,umpqua alto,United States of America,USA,Extinct,0.0,43.4476,-123.77
2709,Uruava,uruava,Papua New Guinea,PNG,Extinct,0.0,-5.9821,155.3137
1624,Urupá,urupá,Brazil,BRA,Extinct,0.0,-10.898,-61.809
856,Ventureño,ventureño,United States of America,USA,Extinct,0.0,34.2809,-119.2979
662,Vilela,vilela,Argentina,ARG,Extinct,0.0,-26.9808,-59.6777
319,Wanai,mapoyo,Venezuela (Bolivarian Republic of),VEN,Critically endangered,0.0,7.1117,-66.7199
2086,Wangkumara,wangkumara,Australia,AUS,Critically endangered,0.0,-27.2064,142.4597
850,Wappo,wappo,United States of America,USA,Extinct,0.0,38.8701,-122.5154
722,Western Mansi,mansi occidental,Russian Federation,RUS,Extinct,0.0,61.1432,62.4023
774,Wiyot,wiyot,United States of America,USA,Extinct,0.0,40.5984,-124.2519
1881,Xakriabá,sakiriabá,Brazil,BRA,Extinct,0.0,-14.5306,-44.0438
94,Yaaku,yaaku,Kenya,KEN,Extinct,0.0,0.4394,37.1777
754,Yameo,yameo,Peru,PER,Extinct,0.0,-4.4449,-73.5644
252,Yir Yoront,yir yoront,Australia,AUS,Extinct,0.0,-16.3095,141.4489
2713,Yoba,yoba,Papua New Guinea,PNG,Extinct,0.0,-10.0337,149.2272
1601,Yola,,Ireland,IRL,Extinct,0.0,52.2266,-6.4846
509,Yug,yuguí,Russian Federation,RUS,Extinct,0.0,61.0901,88.1982
849,Yuki,yuki,United States of America,USA,Extinct,0.0,37.4336,-118.5908
510,Yurats,,Russian Federation,RUS,Extinct,0.0,69.2872,81.914
610,Yurutí (Brazil),yurutí (Brasil),Brazil,BRA,Extinct,0.0,-0.1318,-69.1699
21,Zeem,zeemo,Nigeria,NGA,Extinct,0.0,9.8389,9.0911
131,|'Auni,|'auni,South Africa,ZAF,Extinct,0.0,-26.0105,20.363
136,|Xam,|xam,South Africa,ZAF,Extinct,0.0,-32.2853,20.759
1443,ǁKu ǁ'e,ǁkuǁe,South Africa,ZAF,Extinct,0.0,-29.9739,27.0812
1445,ǁKx'au,ǁkx'au,South Africa,ZAF,Extinct,0.0,-32.2896,21.7968
130,ǁXegwi,ǁxegwi,South Africa,ZAF,Extinct,0.0,-25.35,30.99
1177,A'tong,atong,India,IND,Severely endangered,,25.2844,91.1755
2186,Aché,aché,Paraguay,PRY,Definitely endangered,,-25.6613,-55.6787
118,Akie,oquieco,United Republic of Tanzania,TZA,Critically endangered,,-4.7735,37.3315
1993,Akuriyo,akurio,Suriname,SUR,Critically endangered,,2.8442,-55.7556
1011,Alemannic,alemánico,"Germany, Austria, France, Italy, Liechtenstein, Switzerland","DEU, AUT, FRA, ITA, LIE, CHE",Vulnerable,,47.2792,7.6904
1975,Amami,amami,Japan,JPN,Definitely endangered,,28.3672,129.4958
2477,Amok,amok,"China, Lao People's Democratic Republic, Myanmar, Thailand","CHN, LAO, MMR, THA",Critically endangered,,21.361,100.6457
2478,Angku,angku,Myanmar,MMR,Critically endangered,,21.4888,100.8325
333,Auvergnat,auvernés,France,FRA,Severely endangered,,45.1278,3.1311
2714,Balti,balti,"India, Pakistan","IND, PAK",Vulnerable,,35.0659,76.1901
1334,Baraba Tatar,tártaro de Baraba,Russian Federation,RUS,Severely endangered,,55.2478,77.893
1961,Baré (Venezuela),baré (Venezuela),Venezuela (Bolivarian Republic of),VEN,Critically endangered,,1.428,-66.9287
1019,Bavarian,bávaro,"Germany, Austria, Hungary, Italy, Switzerland, Czech Republic","DEU, AUT, HUN, ITA, CHE, CZE",Vulnerable,,48.4146,12.6123
2087,Bay Islands Creole,criollo de las Islas de la Bahía,Honduras,HND,Critically endangered,,16.3297,-86.5299
1581,Bellari,belarí,India,IND,Critically endangered,,11.6952,76.4648
2062,Berbice Dutch Creole,berbice,Guyana,GUY,Critically endangered,,5.3918,-57.777
1607,Bhalesi,bhalesi,India,IND,Definitely endangered,,33.3947,76.1352
2465,Brao,brao,"Cambodia, Lao People's Democratic Republic, Viet Nam","KHM, LAO, VNM",Severely endangered,,14.1177,106.7644
2396,Bungee,bungui,Canada,CAN,Critically endangered,,50.0667,-96.9763
1521,Burgundian,borgoñón,France,FRA,Severely endangered,,47.2344,4.2517
2016,Cabiyarí,cabiyarí,Colombia,COL,Critically endangered,,0.1208,-71.1474
2185,Cappadocian Greek (Greece),griego capadocio (Grecia),Greece,GRC,Critically endangered,,40.9798,24.104
2038,Carabayo,carabayo,Colombia,COL,Extinct,,-1.6666,-70.3333
1659,Cavineña,cavineña,Bolivia (Plurinational State of),BOL,Definitely endangered,,-12.3829,-66.7419
804,Cayuga (Canada),cayuga (Canadá),Canada,CAN,Critically endangered,,43.019,-80.1506
2486,Central Asian Arabic,árabe asiático central,"Uzbekistan, Tajikistan, Afghanistan","UZB, TJK, AFG",Definitely endangered,,36.9608,66.8133
1520,Champenois,champañés,"Belgium, France","BEL, FRA",Severely endangered,,48.6474,4.3725
697,Chichimec,chichimeca,Mexico,MEX,Vulnerable,,21.2941,-100.5233
256,Chinook Jargon,chinuco,United States of America,USA,Critically endangered,,45.0591,-123.6091
888,Chiwere,chiwere,United States of America,USA,Extinct,,35.9761,-97.3336
2464,Chuang,chuang,Cambodia,KHM,Critically endangered,,13.5688,105.0589
367,Corfiot Italkian,italkiano de Corfú,Greece,GRC,Critically endangered,,39.5908,19.8591
339,Cornish,córnico,United Kingdom of Great Britain and Northern Ireland,GBR,Critically endangered,,50.4575,-4.746
1335,Crimean Turkish,turco crimeano,Ukraine,UKR,Severely endangered,,44.6764,34.3267
2004,Desano (Colombia),desano (Colombia),Colombia,COL,Definitely endangered,,0.8898,-70.0543
2217,Domari,domarí,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic","EGY, ISR, JOR, LBN, LBY, PSE, SYR",Severely endangered,,32.2128,35.2908
1596,East Franconian,franconio oriental,"Germany, Czech Republic","DEU, CZE",Vulnerable,,50.0571,10.7336
721,Eastern Mansi,mansí oriental,Russian Federation,RUS,Critically endangered,,60.7752,67.6098
2474,En,en,Myanmar,MMR,Critically endangered,,21.2872,99.4816
478,Even (Kamtchatka),evén (Kamchatka),Russian Federation,RUS,Severely endangered,,56.062,158.9501
471,Even (Siberia),evén (Siberia),Russian Federation,RUS,Severely endangered,,67.6593,134.6594
674,Evenki (Northern Siberia),evenki (Siberia septentrional),Russian Federation,RUS,Severely endangered,,64.2875,100.2282
495,Evenki (Sakhalin),evenki(Sajalín),Russian Federation,RUS,Severely endangered,,51.727,142.5585
2450,Evenki (Southern Siberia),evenki (Siberia meridional),"Mongolia, Russian Federation","MNG, RUS",Severely endangered,,51.9833,116.5833
2215,Figuig,figuig,Morocco,MAR,Vulnerable,,32.0895,-1.2222
1522,Franc-Comtois,franco-condado,"France, Switzerland","FRA, CHE",Severely endangered,,47.2829,6.5093
354,Gagauz (Deli Orman),gagauso  (Deli Orman),Bulgaria,BGR,Critically endangered,,43.5963,26.8286
673,Gagauz (South Balkans),gagauso (sur de los Balcanes),"Greece, The former Yugoslav Republic of Macedonia, Turkey","GRC, MKD, TUR",Severely endangered,,41.4633,22.6977
2456,Gangou,gangou,China,CHN,Severely endangered,,35.55,102.43
1346,Gottscheerish,gottscheerish,Slovenia,SVN,Critically endangered,,45.6332,14.8123
2052,Guaná,guaná,Paraguay,PRY,Critically endangered,,-21.9532,-58.0517
2395,Han (Canada),han (Canadá),Canada,CAN,Critically endangered,,64.062,-139.4278
1493,Homshetsma (Caucasus),homshetsma (Cáucaso),"Georgia, Russian Federation","GEO, RUS",Severely endangered,,43.2452,40.3582
1492,Homshetsma (Turkey),homshetsma (Turquía),Turkey,TUR,Definitely endangered,,41.468,41.558
2203,Hulaula (Iran),hulaulá (Iran),Iran (Islamic Republic of),IRN,Extinct,,35.9068,46.1535
2397,Huron-Wyandot (Canada),huron (Canadá),Canada,CAN,Critically endangered,,46.8722,-71.3651
2717,Jad,jad,"India, Pakistan","IND, PAK",Definitely endangered,,30.645,78.3627
2469,Jahai,yehai,Malaysia,MYS,Critically endangered,,5.3597,101.7763
2588,Javindo Creole,criollo javindo,Indonesia,IDN,Critically endangered,,-7.0136,110.4345
2724,Jeju,,Republic of Korea,KOR,Critically endangered,,33.3671,126.4974
2019,Jitnu,macaguán,Colombia,COL,Definitely endangered,,6.5118,-70.8837
374,Judezmo (Europe),sefardí (Europa),"Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia","ALB, DZA, BIH, BGR, HRV, GRC, MKD, MAR, ROU, TUR, SRB",Severely endangered,,41.2607,28.4985
2216,Juhur (Israel),judeo-tatí (Israel),Israel,ISR,Definitely endangered,,31.5166,34.5964
1938,Kaurna,kaurna,Australia,AUS,Critically endangered,,-34.8498,138.6474
2298,Kensiw (Malaysia),kensiu (Malasia),Malaysia,MYS,Critically endangered,,5.9033,100.9227
2297,Kentak,kentak,Malaysia,MYS,Critically endangered,,5.5383,100.7861
1608,Khasali,khasālī,India,IND,Definitely endangered,,32.0267,77.893
1598,Kili,kili,Russian Federation,RUS,Severely endangered,,48.8068,134.121
2723,Koro,koro,India,IND,Definitely endangered,,27.1667,92.6312
2467,Kraol,kraol,Cambodia,KHM,Critically endangered,,13.588,106.9438
2466,Kravet,kravet,Cambodia,KHM,Critically endangered,,14.0175,107.0136
2460,Krueng,krungo,Cambodia,KHM,Severely endangered,,13.8219,106.9938
2463,Kuay,kuayo,Cambodia,KHM,Severely endangered,,13.9047,105.3712
1974,Kunigami,kunigami,Japan,JPN,Definitely endangered,,26.7186,128.2131
140,Lakota,lakota,Canada,CAN,Critically endangered,,49.3276,-106.4439
537,Langrong,langrong,India,IND,Critically endangered,,24.4671,94.1473
622,Lengua,lengua,Paraguay,PRY,Severely endangered,,-22.5125,-58.0957
380,Livonian,livón,Latvia,LVA,Critically endangered,,57.6101,22.2802
1519,Lorrain,loreno,"Belgium, France","BEL, FRA",Severely endangered,,48.8357,6.0644
