id,name_in_english,name_in_spanish,countries,country_code,degree_of_endangerment,number_of_speakers,latitude,longitude
497,Northern Selkup,selcupo septentrional,Russian Federation,RUS,Severely endangered,600.0,65.7035,82.4441
2623,Penrhyn,penrhyn,Cook Islands,COK,Severely endangered,600.0,-9.0153,-158.0218
2082,Pintupi,pintupi-luritja,Australia,AUS,Vulnerable,600.0,-22.8882,128.3203
2010,Piratapuya (Colombia),pira-tapuya (Colombia),Colombia,COL,Critically endangered,600.0,0.8333,-69.5
757,Siona / Secoya (Ecuador),siona / secoya (Ecuador),Ecuador,ECU,Severely endangered,600.0,-0.0659,-76.3989
716,Sonsorol,sonsorol,Palau,PLW,Severely endangered,600.0,7.4278,134.5495
2627,Teanu,teanu,Solomon Islands,SLB,Definitely endangered,600.0,-11.6219,166.9633
1912,Yaminahua (Brazil),yaminahua (Brasil),Brazil,BRA,Vulnerable,600.0,-10.6606,-69.6972
568,Andoke,andoque,Colombia,COL,Severely endangered,597.0,-0.769,-72.2351
980,Southern Tlapanec,tlapaneco meridional,Mexico,MEX,Severely endangered,592.0,16.7325,-98.6034
2497,Orowe,orowe,New Caledonia (France),NCL,Definitely endangered,587.0,-21.4223,165.4678
633,Mosetén,mosetenan,Bolivia (Plurinational State of),BOL,Severely endangered,585.0,-15.4113,-67.5
2251,Chatong,chatong,Lao People's Democratic Republic,LAO,Definitely endangered,580.0,15.65,107.1166
715,Norfolk-Pitcairn (Norfolk),pitcairn-norfolk (Norfolk),Norfolk Island (Australia),NFK,Definitely endangered,580.0,-29.0225,167.9425
2361,Nunatsiavummiutut,nunatsiavummiutut,Canada,CAN,Definitely endangered,575.0,56.532,-61.7408
2379,Shuswap,chusvapo,Canada,CAN,Definitely endangered,570.0,51.7886,-122.2286
2500,Xaragure,xaragure,New Caledonia (France),NCL,Vulnerable,566.0,-21.8054,166.4964
1872,Tapirapé,tapirapé,Brazil,BRA,Vulnerable,564.0,-10.6606,-50.4602
1355,Lacandón,lacandón,Mexico,MEX,Critically endangered,563.0,16.706,-91.0641
952,Zapotec of Zimatlán de Álvarez,zapoteco de Zimatlán de Álvarez,Mexico,MEX,Definitely endangered,562.0,16.8666,-96.7833
800,Chilcotin,chilcotín,Canada,CAN,Definitely endangered,560.0,52.031,-123.1678
1952,Chácobo,chácobo,Bolivia (Plurinational State of),BOL,Definitely endangered,550.0,-11.3454,-65.8135
2631,Gao,gao,Solomon Islands,SLB,Vulnerable,550.0,-8.3514,159.8167
1660,Geme,gueme,Central African Republic,CAF,Critically endangered,550.0,8.4941,20.6378
2678,Karore,karore,Papua New Guinea,PNG,Vulnerable,550.0,-6.1542,149.8205
2001,Yuhup (Colombia),yuhupo (Colombia),Colombia,COL,Definitely endangered,550.0,-0.5493,-69.9169
982,Western Tlapanec,tlapaneco occidental,Mexico,MEX,Vulnerable,549.0,17.4101,-99.2423
1048,Hinukh,hinuj,Russian Federation,RUS,Definitely endangered,548.0,42.1801,45.977
2656,Anuki,anuki,Papua New Guinea,PNG,Definitely endangered,542.0,-9.6522,149.7656
1294,Imeraguen,imeraguén,Mauritania,MRT,Definitely endangered,534.0,18.9166,-15.996
1122,Narpa,narpú,Nepal,NPL,Definitely endangered,533.0,28.7315,84.261
1357,Akatek (Mexico),canjobalés occidental (México),Mexico,MEX,Vulnerable,532.0,16.7823,-93.1061
2354,Naskapi,naskapí,Canada,CAN,Vulnerable,525.0,54.903,-66.802
1038,Archi,archi,Russian Federation,RUS,Definitely endangered,524.0,41.9839,46.8127
647,Yawanawá,yawanawá,Brazil,BRA,Vulnerable,519.0,-10.8333,-70.0927
1175,Raute,raute,Nepal,NPL,Severely endangered,518.0,28.9744,80.7969
1080,Seri,seri,Mexico,MEX,Vulnerable,518.0,29.2333,-112.2
1267,Western Popoloc,popoloca occidental,Mexico,MEX,Severely endangered,516.0,18.4141,-98.0176
872,Yaqui (United States of America),yaqui (Estados Unidos),United States of America,USA,Definitely endangered,510.0,32.1158,-111.0638
1451,Kalapalo,kalapalo,Brazil,BRA,Vulnerable,506.0,-12.1574,-53.2521
491,Nganasan,enganasán,Russian Federation,RUS,Severely endangered,505.0,72.816,91.582
2719,Jakaltek (Mexico),jacalteko (México),Mexico,MEX,Severely endangered,504.0,16.3137,-93.2084
951,Zapotec of San Antonino el Alto,zapoteco de San Antonino el Alto,Mexico,MEX,Definitely endangered,504.0,16.8166,-97.0333
550,Purum,purum,India,IND,Critically endangered,503.0,24.3521,93.5925
546,Aheu,phon sung,Lao People's Democratic Republic,LAO,Definitely endangered,500.0,18.4333,104.5
752,Amahuaca,amahuaca,Peru,PER,Severely endangered,500.0,-10.8764,-72.29
86,Anfillo,anfillo,Ethiopia,ETH,Critically endangered,500.0,8.5049,34.7415
1514,Arbanasi,arbanasi,Croatia,HRV,Severely endangered,500.0,44.0994,15.2545
681,Baniva,baniva,Venezuela (Bolivarian Republic of),VEN,Severely endangered,500.0,2.8333,-67.5219
2169,Bataan Ayta,ayta de Bataan,Philippines,PHL,Definitely endangered,500.0,14.4324,120.4788
1041,Bats,bácico,Georgia,GEO,Severely endangered,500.0,42.0982,45.0878
965,Black Mountain,monpa,Bhutan,BTN,Definitely endangered,500.0,27.1955,90.43
2615,Busoa,busoa,Indonesia,IDN,Vulnerable,500.0,-5.5722,122.6074
1004,Chong,chong,"Cambodia, Thailand","KHM, THA",Severely endangered,500.0,12.9506,102.0374
43,Domaaki,domakí,Pakistan,PAK,Severely endangered,500.0,36.0979,73.9627
522,Ganan,ganan,Myanmar,MMR,Severely endangered,500.0,24.2317,95.3778
1032,Havasupai,havasupái,United States of America,USA,Definitely endangered,500.0,36.2429,-112.6897
1007,Kensiw (Thailand),kensiu (Tailandia),Thailand,THA,Severely endangered,500.0,7.1712,99.7915
2206,Khmin,bit,China,CHN,Vulnerable,500.0,22.0469,100.8065
1050,Khvarshi,javarsí,Russian Federation,RUS,Definitely endangered,500.0,42.3417,46.1212
2487,Kundal Shahi,kundalshahi,"India, Pakistan","IND, PAK",Definitely endangered,500.0,34.55,73.8833
2242,Laghuu,laopán,Viet Nam,VNM,Definitely endangered,500.0,23.6166,105.6833
532,Laha (Lao Cai),laha (Lao Cai),Viet Nam,VNM,Definitely endangered,500.0,22.0333,103.75
2197,Laha (Son La),laha (Son La),Viet Nam,VNM,Definitely endangered,500.0,21.4666,103.75
1404,Langa,langa,Cameroon,CMR,Severely endangered,500.0,6.5404,11.6427
2682,Laxudumau,laxudumau,Papua New Guinea,PNG,Vulnerable,500.0,-2.8922,151.2467
1394,Majera,mayera,Cameroon,CMR,Critically endangered,500.0,11.3231,14.9839
772,Maliseet-Passamaquoddy,malesí-openango,United States of America,USA,Severely endangered,500.0,44.9572,-67.0496
1543,Mikasuki,mikasuki,United States of America,USA,Vulnerable,500.0,26.3202,-80.9877
1299,Mlomp,mlomp,Senegal,SEN,Critically endangered,500.0,12.7421,-16.4904
2560,Onin,onin,Indonesia,IDN,Vulnerable,500.0,-2.9745,132.2383
2561,Ormu,ormu,Indonesia,IDN,Vulnerable,500.0,-2.5136,140.6675
306,Palikur (French Guyana),palikur (Guayana Francesa),French Guiana (France),GUF,Severely endangered,500.0,3.908,-51.9873
1918,Pemon (Brazil),pemón (Brasil),Brazil,BRA,Vulnerable,500.0,4.664,-60.216
996,Quechua of Chachapoyas,quechua de Chachapoyas,Peru,PER,Critically endangered,500.0,-6.2606,-77.7722
2449,Samatu,samatu,China,CHN,Critically endangered,500.0,24.2105,98.9655
1163,Seke,seke,Nepal,NPL,Vulnerable,500.0,28.9282,83.8249
2056,Siona / Secoya (Colombia),siona / secoya (Colombia),Colombia,COL,Critically endangered,500.0,0.493,-76.2464
414,South Saami,saamí meridional,"Norway, Sweden","NOR, SWE",Severely endangered,500.0,64.2063,13.4802
2567,Taikat,taikat,Indonesia,IDN,Definitely endangered,500.0,-2.8429,140.846
2319,Taloki,taloki,Indonesia,IDN,Definitely endangered,500.0,-4.5928,122.8628
1644,Tamki,tamki,Chad,TCD,Critically endangered,500.0,11.48,18.2125
1866,Tawahka,tawahka,Honduras,HND,Severely endangered,500.0,15.3602,-85.1373
1003,Thavung (Thailand),thavung (Tailandia),Thailand,THA,Severely endangered,500.0,17.3168,103.5142
2322,Tomadino,tomadino,Indonesia,IDN,Definitely endangered,500.0,-2.5836,121.9729
2619,Toratán,ratahan,Indonesia,IDN,Definitely endangered,500.0,1.0354,124.7985
1292,Tunisian Judeo-Arabic (Tunisia),judeo-árabe tunecino (Túnez),Tunisia,TUN,Critically endangered,500.0,33.8795,10.0634
1890,Ulwa,sumo,Nicaragua,NIC,Severely endangered,500.0,12.8894,-83.5779
1472,"Ute (Colorado, Ute Mountain)","uté (Colorado, uté de montaña)",United States of America,USA,Severely endangered,500.0,37.2105,-108.7223
237,Walmajarri,walmajarri,Australia,AUS,Definitely endangered,500.0,-19.9939,125.5297
321,Warekena (Venezuela),guarequena (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,500.0,2.5479,-67.2802
64,Boguru,boguru,"Democratic Republic of the Congo, Sudan","ZAI, SDN",Critically endangered,494.0,4.3902,29.2016
1937,Pukobyê,gavião pukobiê,Brazil,BRA,Vulnerable,494.0,-5.3316,-46.7138
2255,Swoeng,swoeng,Lao People's Democratic Republic,LAO,Definitely endangered,492.0,15.3333,106.75
1730,Wali,wali,Sudan,SDN,Critically endangered,487.0,11.9372,29.3005
1667,Gavião do Pará,gavião do Para,Brazil,BRA,Vulnerable,476.0,-5.1784,-48.999
2352,Malecite,malesí,"Canada, United States of America","CAN, USA",Definitely endangered,475.0,46.8023,-67.6686
1915,Ninam (Brazil),ninam (Brasil),Brazil,BRA,Vulnerable,466.0,3.1185,-62.9736
1626,Zoró,zoró,Brazil,BRA,Vulnerable,464.0,-10.9519,-61.0729
1917,Sanema (Brazil),sanemá,Brazil,BRA,Vulnerable,462.0,2.8113,-63.0615
935,Ixtenco Otomí,otomí de Ixtenco,Mexico,MEX,Severely endangered,461.0,19.2495,-97.8943
1533,Ottawa (Michigan),oyibua odahua (Míchigan),United States of America,USA,Critically endangered,459.0,43.5971,-84.7752
1756,Kanela Apaniekra,canela apaniekra,Brazil,BRA,Vulnerable,458.0,-6.2716,-46.1865
2347,Satawal,satawalés,Micronesia (Federated States of),FSM,Severely endangered,458.0,7.3406,147.041
956,Chatino of Zacatepec,chatino de Zacatepeco,Mexico,MEX,Definitely endangered,453.0,16.1333,-97.35
2527,Demisa,demisa,Indonesia,IDN,Definitely endangered,450.0,-2.7016,136.6699
899,Koasati (Louisiana),koasati (Luisiana),United States of America,USA,Definitely endangered,450.0,30.4855,-92.8494
1544,Koasati (Texas),koasati (Texas),United States of America,USA,Definitely endangered,450.0,30.7155,-94.6965
730,Nanti,cogapacorí,Peru,PER,Vulnerable,450.0,-11.6629,-72.6965
82,Shabo,shabo,Ethiopia,ETH,Severely endangered,450.0,7.327,35.2935
750,Sharanahua,sharanahua,Peru,PER,Severely endangered,450.0,-10.3365,-70.9277
653,Siona  Secoya (Peru),siona  secoya (Perú),Peru,PER,Definitely endangered,450.0,-0.5712,-74.8828
2653,Tolomako,tolomako,Vanuatu,VUT,Definitely endangered,450.0,-15.1834,166.8438
1820,Enawenê-Nawê,salumá,Brazil,BRA,Vulnerable,445.0,-12.5223,-59.7656
1029,Valle Nacional Chinantec,chinanteco de Valle Nacional,Mexico,MEX,Definitely endangered,442.0,17.7747,-96.3034
598,Gavião de Rondônia,gavião de Rondônia,Brazil,BRA,Vulnerable,436.0,-10.4445,-61.6992
1500,Tabasco Náhuatl,nahua de Tabasco,Mexico,MEX,Critically endangered,434.0,18.0026,-93.3722
2703,Sera,sera,Papua New Guinea,PNG,Severely endangered,432.0,-3.0033,141.9158
1921,Yecuana (Brazil),ye'cuana (Brasil),Brazil,BRA,Vulnerable,430.0,2.8552,-63.3251
1331,Alabugat Tatar,alabugat,Russian Federation,RUS,Definitely endangered,422.0,45.4447,47.0324
950,"Zapotec of the Southern mountains, eastern lowlands","zapoteco de la sierra sur, llanura oriental",Mexico,MEX,Definitely endangered,420.0,16.2,-96.7
931,Western Otomí,otomí occidental,Mexico,MEX,Severely endangered,415.0,19.4335,-100.3456
282,Moose Cree,clisteno moose,Canada,CAN,Vulnerable,405.0,52.2827,-81.6276
937,Tlahuica,tlahuica,Mexico,MEX,Severely endangered,405.0,18.9664,-99.4137
616,Katukina do Acre,catuquina del Acre,Brazil,BRA,Severely endangered,404.0,-6.4899,-69.2578
2264,Abai Sungai,abai sungai,Malaysia,MYS,Definitely endangered,400.0,5.587,118.3695
1999,Barasana (Colombia),barasana (Colombia),Colombia,COL,Critically endangered,400.0,0.0769,-70.3894
1403,Beezen,beezen,Cameroon,CMR,Severely endangered,400.0,6.7518,10.0744
66,Buga,mangayat,Sudan,SDN,Critically endangered,400.0,8.2495,25.7574
1456,Cheyenne (Oklahoma),cheyén (Oklahoma),United States of America,USA,Severely endangered,400.0,35.6022,-97.9766
1345,Cimbrian,cimbriano,Italy,ITA,Definitely endangered,400.0,45.867,11.4268
10,Cobiana,kobiana,"Guinea-Bissau, Senegal","GNB, SEN",Critically endangered,400.0,12.4017,-16.3229
449,Dagur (Amur),daguro (Amur),China,CHN,Critically endangered,400.0,49.5252,127.5402
101,Dahalo,sanye,Kenya,KEN,Severely endangered,400.0,-2.2625,40.7537
293,Émérillon,emerilón,French Guiana (France),GUF,Severely endangered,400.0,2.8991,-52.8881
671,Gagauz (Maritime),gagauso (marítimo),"Bulgaria, Romania","BGR, ROU",Severely endangered,400.0,43.2932,27.9602
1415,Hijuk,hijuk,Cameroon,CMR,Critically endangered,400.0,4.2861,10.4919
1821,Hobyot,hobioto,"Oman, Yemen","OMN, YEM",Severely endangered,400.0,16.6388,53.0612
359,Inari Saami,saamí de Inari,Finland,FIN,Severely endangered,400.0,68.8446,27.2817
363,Istriot,istriano,Croatia,HRV,Severely endangered,400.0,45.0541,13.7246
2305,Kalao,kalao,Indonesia,IDN,Definitely endangered,400.0,-7.3134,121.0034
1510,Kamaiurá,kamayurá,Brazil,BRA,Vulnerable,400.0,-12.1655,-53.4292
769,Kickapoo (Kansas),quicapú (Kansas),United States of America,USA,Severely endangered,400.0,39.6972,-95.7089
1527,Kickapoo (Oklahoma),quicapú (Oklahoma),United States of America,USA,Severely endangered,400.0,35.4245,-97.0713
1528,Kickapoo (Texas),quicapú (Texas),United States of America,USA,Severely endangered,400.0,28.6147,-100.4386
873,Kiowa,quiova,United States of America,USA,Severely endangered,400.0,35.1016,-98.6197
2307,Koroni,koroni,Indonesia,IDN,Definitely endangered,400.0,-2.6412,121.9894
1200,Lamongse,lamongshé,India,IND,Critically endangered,400.0,7.3134,93.6968
1392,Ndunda,ndunda,Nigeria,NGA,Severely endangered,400.0,6.9482,10.9698
859,Northern Paiute (Nevada),payuté septentrional (Nevada),United States of America,USA,Definitely endangered,400.0,41.9979,-117.7193
549,Pupeo,pupeo,China,CHN,Definitely endangered,400.0,23.1666,105.1
705,Rapa,rapano,French Polynesia (France),PYF,Severely endangered,400.0,-27.8973,-143.5034
2419,Red Gelao (China),gelao rojo (China),China,CHN,Critically endangered,400.0,26.2553,105.8571
2701,Sengseng,sengseng,Papua New Guinea,PNG,Vulnerable,400.0,-6.0681,150.2792
1914,Sirionó,sirionó,Bolivia (Plurinational State of),BOL,Severely endangered,400.0,-14.557,-63.7316
2320,Talondo,talondo',Indonesia,IDN,Definitely endangered,400.0,-2.3723,119.3774
751,"Yaminahua (Bolivia, Peru)","Yaminahua (Bolivia, Perú)","Bolivia (Plurinational State of), Peru","BOL, PER",Severely endangered,400.0,-10.7469,-71.7297
969,Mixtec of Zapotitlán,Mixteco de Zapotitlán,Mexico,MEX,Severely endangered,396.0,18.3333,-97.4666
1977,Sanema (Venezuela),sanemá (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,393.0,4.4669,-64.1931
1409,Ts'ixa,ts'ixa,Botswana,BWA,Definitely endangered,390.0,-18.9894,23.692
1843,Pirahã,mura-piraha,Brazil,BRA,Vulnerable,389.0,-6.9264,-61.1279
968,Mixtec of San Pedro Tidaá,mixteco de San Pedro Tidaá,Mexico,MEX,Severely endangered,384.0,17.35,-97.3833
2423,Yerong,yerón,China,CHN,Severely endangered,380.0,23.0732,106.0789
1882,A'ingae / Cofan (Colombia),cofán (Colombia),Colombia,COL,Severely endangered,379.0,0.4525,-76.9191
258,Halkomelem,halkomelén,"Canada, United States of America","CAN, USA",Severely endangered,375.0,48.7715,-123.6678
1237,Yudja,yudja,Brazil,BRA,Vulnerable,362.0,-10.956,-53.3235
1238,Kisêdjê,kisêdjê,Brazil,BRA,Vulnerable,351.0,-11.5795,-53.031
2488,Auye,auye,Indonesia,IDN,Vulnerable,350.0,-3.5627,135.9915
2519,Awyi,aviú,Indonesia,IDN,Vulnerable,350.0,-2.943,140.6359
2640,Bierebo,bierebo,Vanuatu,VUT,Vulnerable,350.0,-16.6539,168.1539
2533,Fayu,fayu,Indonesia,IDN,Vulnerable,350.0,-3.1,136.8
2643,Labo,labo,Vanuatu,VUT,Vulnerable,350.0,-16.4492,167.4481
1512,Mra,mra,"China, India","CHN, IND",Critically endangered,350.0,28.3914,93.3837
1868,Myky,myky,Brazil,BRA,Vulnerable,350.0,-12.5331,-59.5019
1191,Na,na,"China, India","CHN, IND",Critically endangered,350.0,28.4638,93.3041
1839,Nadëb,macú nadeb,Brazil,BRA,Definitely endangered,350.0,-1.9771,-67.0166
2318,Taje,taje,Indonesia,IDN,Critically endangered,350.0,-0.747,120.086
1849,Tenharim,tenharim,Brazil,BRA,Severely endangered,350.0,-8.4071,-61.1499
303,Mako,mako,Venezuela (Bolivarian Republic of),VEN,Critically endangered,345.0,4.2149,-65.7421
430,Barām,baraamu / baramú,Nepal,NPL,Critically endangered,342.0,28.041,84.629
1239,Ikpeng,Ikpeng,Brazil,BRA,Vulnerable,342.0,-11.7376,-53.616
357,Gardiol,gardiol,Italy,ITA,Severely endangered,340.0,39.4658,15.9933
1760,Araweté,araweté,Brazil,BRA,Vulnerable,339.0,-5.1347,-52.3388
926,Northern Pame,pame del norte,Mexico,MEX,Definitely endangered,337.0,21.9955,-99.6458
2388,Thompson,nikutamú,Canada,CAN,Severely endangered,335.0,50.1909,-120.8431
2611,Serili,serili,Indonesia,IDN,Vulnerable,328.0,-8.1136,129.9023
2676,Kaningara,kaningra,Papua New Guinea,PNG,Vulnerable,327.0,-4.5784,143.3612
914,Misantla Totonac,totonaco de Misantla,Mexico,MEX,Critically endangered,325.0,19.865,-96.7755
2492,Nemi,nemi,New Caledonia (France),NCL,Definitely endangered,325.0,-20.6494,164.6878
1621,Nambiquara do Norte,nambikuára septentrional,Brazil,BRA,Vulnerable,323.0,-11.8028,-59.8095
1810,Matís,matis,Brazil,BRA,Vulnerable,322.0,-6.1405,-70.664
1240,Wauja,wauja,Brazil,BRA,Vulnerable,321.0,-12.2554,-53.5899
2330,Benggoi,benggoi,Indonesia,IDN,Definitely endangered,320.0,-3.0748,130.0918
614,Karitiana,caritiana,Brazil,BRA,Vulnerable,320.0,-9.7307,-64.0942
761,Apalai,aparaí,Brazil,BRA,Vulnerable,317.0,1.2084,-55.1074
141,Kwak'wala,kwakwala,"Canada, United States of America","CAN, USA",Critically endangered,315.0,50.7338,-127.4982
910,Southern Zoque,zoqué meridional,Mexico,MEX,Definitely endangered,312.0,16.7138,-93.1194
446,Tilung,halesidanda,Nepal,NPL,Definitely endangered,310.0,27.1501,86.5077
1682,Opuuo,opúo,Ethiopia,ETH,Critically endangered,307.0,8.3202,33.8873
642,Panará,panará,Brazil,BRA,Vulnerable,306.0,-9.449,-54.5965
1690,Aka,aka,India,IND,Critically endangered,300.0,11.0112,34.2333
1417,Bakole,bakole,Cameroon,CMR,Critically endangered,300.0,4.5764,8.8439
2088,Bathari,batarí,Oman,OMN,Critically endangered,300.0,17.8846,55.5853
592,Brokkat,brokkat,Bhutan,BTN,Definitely endangered,300.0,27.5618,90.6152
2669,Duwet,guwot,Papua New Guinea,PNG,Vulnerable,300.0,-6.4763,146.8377
2168,Faire Atta,atta meridional,Philippines,PHL,Severely endangered,300.0,18.027,120.4929
2418,Green Gelao (China),gelao (China),China,CHN,Critically endangered,300.0,27.7022,106.0952
524,Green Gelao (Viet Nam),gelao (Vietnam),Viet Nam,VNM,Critically endangered,300.0,23.1333,105.25
1884,Guatuso,guatuso,Costa Rica,CRI,Severely endangered,300.0,10.6723,-84.8256
187,Gupapuyngu,gupapuyngu,Australia,AUS,Vulnerable,300.0,-12.6624,136.549
364,Istro-Romanian,istro-rumano,Croatia,HRV,Severely endangered,300.0,45.3907,14.436
787,Jicarilla Apache,apache jicarilla,United States of America,USA,Severely endangered,300.0,36.9336,-106.9984
2674,Kandas,kandas,Papua New Guinea,PNG,Vulnerable,300.0,-4.4121,152.7868
1421,Kangjia,kangjia,China,CHN,Severely endangered,300.0,36.0757,102.2991
1618,Kaxarari,kaxararí,Brazil,BRA,Critically endangered,300.0,-9.5682,-66.1596
2546,Kwansu,kuansu,Indonesia,IDN,Vulnerable,300.0,-2.5383,140.2061
2548,Legenyem,legenyem,Indonesia,IDN,Vulnerable,300.0,-0.3186,130.7345
1775,Mandaic,mandeo,"Iran (Islamic Republic of), Iraq","IRN, IRQ",Critically endangered,300.0,31.3348,48.7023
706,Mangareva,mangarevano,French Polynesia (France),PYF,Severely endangered,300.0,-23.1226,-134.978
14,Mani,mani,"Guinea, Sierra Leone","GIN, SLE",Critically endangered,300.0,9.1129,-13.2165
2193,Maniq,maniq,Thailand,THA,Definitely endangered,300.0,7.35,99.9333
1397,Mono,mon-non,Cameroon,CMR,Critically endangered,300.0,8.6679,14.1723
1466,Northern Paiute (Oregon),payuté septentrional (Oregon),United States of America,USA,Critically endangered,300.0,43.5883,-119.0595
2256,Phong,pong,Lao People's Democratic Republic,LAO,Definitely endangered,300.0,18.3333,105.0
1632,Shanenawa,shanenawa,Brazil,BRA,Vulnerable,300.0,-8.1014,-70.2129
2699,Sissano,sissano,Papua New Guinea,PNG,Critically endangered,300.0,-3.0129,142.0491
412,Skolt Saami,saamí de Skolt,"Finland, Norway, Russian Federation","FIN, NOR, RUS",Severely endangered,300.0,69.5333,28.6269
2569,Tarpia,tarpia,Indonesia,IDN,Severely endangered,300.0,-2.3723,140.0317
2570,Tause,tause,Indonesia,IDN,Vulnerable,300.0,-2.8744,136.2469
2080,Thaayorre,tayore,Australia,AUS,Definitely endangered,300.0,-15.0867,141.7167
278,Tlingit (United States of America),coluchano (Estados Unidos),United States of America,USA,Critically endangered,300.0,58.334,-133.7475
1863,Tol,tol,Honduras,HND,Critically endangered,300.0,15.293,-87.1416
417,Tsakonian,tsakoniano,Greece,GRC,Critically endangered,300.0,37.1712,22.7911
313,Tuahka,tuahka,Nicaragua,NIC,Severely endangered,300.0,13.838,-84.4409
1471,Ute (Utah),uté (Utah),United States of America,USA,Severely endangered,300.0,40.2329,-109.8223
1593,Vedda,veda,Sri Lanka,LKA,Definitely endangered,300.0,7.346,81.3935
2509,Vera'a,vatrata,Vanuatu,VUT,Definitely endangered,300.0,-13.872,167.4323
2700,Warapu,varapú,Papua New Guinea,PNG,Severely endangered,300.0,-2.9876,141.9838
2325,Waru,waru,Indonesia,IDN,Definitely endangered,300.0,-3.4393,121.9921
324,Yawarana,yabarana,Venezuela (Bolivarian Republic of),VEN,Severely endangered,300.0,5.3863,-66.0058
2712,Yimas,yimaso,Papua New Guinea,PNG,Severely endangered,300.0,-4.6038,143.6077
934,Tilapa Otomí,otomí de Tilapa,Mexico,MEX,Severely endangered,292.0,18.8923,-99.2986
1842,Paumarí,paumarí,Brazil,BRA,Severely endangered,290.0,-5.8947,-64.5996
1700,Wayana (Brazil),wayana (Brasil),Brazil,BRA,Vulnerable,288.0,1.3182,-55.2612
284,Achagua,achagua,Colombia,COL,Severely endangered,283.0,4.434,-70.8837
1755,Guajá,guajá,Brazil,BRA,Vulnerable,283.0,-3.4914,-46.2963
1319,Maniwaki Algonquin,algonquino de Maniwaki,Canada,CAN,Severely endangered,280.0,46.3392,-76.0485
898,Alabama,alabama-koasati,United States of America,USA,Definitely endangered,275.0,30.7158,-94.7028
846,Cocopa (Arizona),cocopa (Arizona),United States of America,USA,Severely endangered,275.0,32.608,-114.6497
1637,Miltu,miltú,Chad,TCD,Critically endangered,272.0,10.2149,17.3913
1665,Arara do Pará,arára de Pará,Brazil,BRA,Vulnerable,271.0,-3.7546,-52.976
2673,Kaki Ae,tate,Papua New Guinea,PNG,Vulnerable,266.0,-7.9653,145.7858
2356,Nisga'a,nasguixián niska,Canada,CAN,Severely endangered,265.0,55.2035,-129.07
946,"Zapotec of the Valleys, central",zapoteco del valle central,Mexico,MEX,Severely endangered,257.0,16.85,-96.6666
2662,Bosilewa,bosilewa,Papua New Guinea,PNG,Vulnerable,250.0,-9.449,150.661
2058,Caquinte Campa,caquinté,Peru,PER,Definitely endangered,250.0,-11.146,-73.4765
263,Gwich'in (Canada),güichín (Canadá),Canada,CAN,Severely endangered,250.0,67.4407,-134.8272
2335,Kaibobo,kaibobo,Indonesia,IDN,Definitely endangered,250.0,-3.1843,128.1829
2672,Kaiep,kaiep,Papua New Guinea,PNG,Vulnerable,250.0,-3.6666,143.8166
2582,Kaiy,kaiy,Indonesia,IDN,Vulnerable,250.0,-2.943,138.1777
2421,Laji,lají,China,CHN,Critically endangered,250.0,22.5304,105.885
2505,Lehali,lehali,Vanuatu,VUT,Vulnerable,250.0,-13.5205,167.2998
138,Lillooet,liluet,Canada,CAN,Severely endangered,250.0,50.3326,-122.6789
2506,Löyöp,löyöp,Vanuatu,VUT,Vulnerable,250.0,-13.5311,167.3368
228,Nyangumarta,ñangumarta,Australia,AUS,Vulnerable,250.0,-20.016,120.4101
2227,Pear,pear,Cambodia,KHM,Severely endangered,250.0,12.4666,102.65
552,Ruc,ruc,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,250.0,17.6833,105.7833
2564,Sause,sause,Indonesia,IDN,Severely endangered,250.0,-3.1706,139.7515
911,Texistepecan,popoluca de Texistepeco,Mexico,MEX,Severely endangered,250.0,17.8941,-94.8163
889,Winnebago (Nebraska),winnebago (Nebraska),United States of America,USA,Severely endangered,250.0,42.2475,-96.4722
1550,Winnebago (Wisconsin),winnebago (Wisconsin),United States of America,USA,Severely endangered,250.0,44.2986,-90.8508
945,Zapotec of San Bartolo Yautepec,zapoteco de San Bartolo Yautepec,Mexico,MEX,Severely endangered,246.0,16.4333,-95.9666
967,Mixtec of San Miguel Piedras,mixteco de San Miguel Piedras,Mexico,MEX,Severely endangered,243.0,17.0,-97.05
253,North Alaskan Inupiaq (Canada),inuí alaskiano septentrional (Canadá),Canada,CAN,Severely endangered,240.0,68.3217,-133.532
318,Waiwai (Guyana),waiwai (Guyana),Guyana,GUY,Vulnerable,240.0,1.5598,-58.5131
1888,As,as,Indonesia,IDN,Vulnerable,230.0,-0.736,131.7727
2380,Siglitun,siglitun,Canada,CAN,Severely endangered,230.0,69.4386,-132.9998
1366,K'iche' (Mexico),quiché (México),Mexico,MEX,Definitely endangered,226.0,19.3482,-90.7177
725,Paipai,paipái,Mexico,MEX,Severely endangered,226.0,29.65,-115.1333
2670,Garuwahi,garuvahi,Papua New Guinea,PNG,Definitely endangered,225.0,-10.2284,150.4083
876,Picuris,picuris,United States of America,USA,Vulnerable,225.0,36.1914,-105.7151
2498,Neku,neku,New Caledonia (France),NCL,Severely endangered,221.0,-21.5169,165.4568
2499,Tiri,tiri,New Caledonia (France),NCL,Definitely endangered,221.0,-21.6141,165.7836
1420,Danisi,danisa,Botswana,BWA,Critically endangered,220.0,-19.4769,25.2136
